Date,Location,MinTemp,MaxTemp,RainToday,RainTomorrow
2012-09-14,BadgerysCreek,2.2,19.9,Yes,No
2012-09-15,BadgerysCreek,3.4,20.3,No,No
2012-09-16,BadgerysCreek,4.5,22.6,No,No
2012-09-17,BadgerysCreek,8.3,22.1,No,No
2012-09-18,BadgerysCreek,7.0,22.3,No,Yes
2012-09-19,BadgerysCreek,5.5,22.9,Yes,No
2012-09-20,BadgerysCreek,7.3,24.6,No,No
2012-09-21,BadgerysCreek,8.5,26.1,No,No
2012-09-22,BadgerysCreek,6.0,24.2,No,No
2012-09-23,BadgerysCreek,4.9,29.2,No,No
2012-09-24,BadgerysCreek,7.3,23.3,No,No
2012-09-25,BadgerysCreek,4.8,21.5,No,No
2012-09-26,BadgerysCreek,10.4,24.1,No,No
2012-09-27,BadgerysCreek,7.9,28.0,No,No
2012-09-28,BadgerysCreek,12.2,33.4,No,Yes
2012-09-29,BadgerysCreek,15.8,22.3,Yes,No
2012-09-30,BadgerysCreek,6.5,20.9,No,No
2012-10-01,BadgerysCreek,4.5,21.9,No,No
2012-10-02,BadgerysCreek,8.0,22.8,No,No
2012-10-03,BadgerysCreek,5.0,30.6,No,No
2012-10-04,BadgerysCreek,7.8,32.1,No,No
2012-10-05,BadgerysCreek,10.6,35.0,No,No
2012-10-06,BadgerysCreek,14.7,17.4,No,Yes
2012-10-07,BadgerysCreek,10.1,22.4,Yes,No
2012-10-08,BadgerysCreek,11.1,19.4,No,Yes
2012-10-09,BadgerysCreek,10.3,21.3,Yes,No
2012-10-10,BadgerysCreek,4.9,26.7,No,Yes
2012-10-11,BadgerysCreek,11.7,20.0,Yes,Yes
2012-10-12,BadgerysCreek,6.1,16.9,Yes,Yes
2012-10-13,BadgerysCreek,4.2,21.6,Yes,No
2012-10-14,BadgerysCreek,8.0,21.9,No,No
2012-10-15,BadgerysCreek,6.2,29.1,No,No
2012-10-16,BadgerysCreek,9.3,32.6,No,No
2012-10-17,BadgerysCreek,12.4,24.6,No,No
2012-10-18,BadgerysCreek,14.3,24.1,No,No
2012-10-19,BadgerysCreek,12.0,30.4,No,No
2012-10-20,BadgerysCreek,10.1,34.5,No,No
2012-10-21,BadgerysCreek,9.5,29.6,No,No
2012-10-22,BadgerysCreek,8.7,20.2,No,No
2012-10-23,BadgerysCreek,8.8,20.7,No,No
2012-10-24,BadgerysCreek,5.2,27.4,No,No
2012-10-25,BadgerysCreek,7.9,34.2,No,No
2012-10-26,BadgerysCreek,13.5,24.4,No,No
2012-10-27,BadgerysCreek,8.5,22.7,No,No
2012-10-28,BadgerysCreek,10.9,21.1,No,No
2012-10-29,BadgerysCreek,8.0,24.7,No,No
2012-10-30,BadgerysCreek,9.4,27.4,No,No
2012-10-31,BadgerysCreek,11.3,33.1,No,No
2012-11-01,BadgerysCreek,12.4,34.4,No,No
2012-11-02,BadgerysCreek,11.7,22.4,No,No
2012-11-03,BadgerysCreek,11.6,18.8,No,No
2012-11-04,BadgerysCreek,11.4,26.5,No,No
2012-11-05,BadgerysCreek,11.4,33.5,No,No
2012-11-06,BadgerysCreek,17.3,34.0,No,No
2012-11-07,BadgerysCreek,18.5,26.5,No,Yes
2012-11-08,BadgerysCreek,16.7,30.3,Yes,Yes
2012-11-09,BadgerysCreek,15.6,30.3,Yes,No
2012-11-10,BadgerysCreek,13.5,20.8,No,No
2012-11-11,BadgerysCreek,8.4,22.9,No,No
2012-11-12,BadgerysCreek,7.3,28.6,No,No
2012-11-13,BadgerysCreek,11.7,24.6,No,Yes
2012-11-14,BadgerysCreek,13.7,19.6,Yes,No
2012-11-15,BadgerysCreek,13.8,28.3,No,No
2012-11-16,BadgerysCreek,16.3,17.5,No,Yes
2012-11-17,BadgerysCreek,13.6,22.5,Yes,No
2012-11-18,BadgerysCreek,13.3,27.5,No,No
2012-11-19,BadgerysCreek,8.6,22.0,No,Yes
2012-11-20,BadgerysCreek,13.4,24.0,Yes,No
2012-11-21,BadgerysCreek,8.4,28.9,No,No
2012-11-22,BadgerysCreek,16.0,19.2,No,No
2012-11-23,BadgerysCreek,13.4,24.2,No,No
2012-11-24,BadgerysCreek,14.9,29.0,No,No
2012-11-25,BadgerysCreek,15.8,37.2,No,No
2012-11-26,BadgerysCreek,17.0,31.6,No,Yes
2012-11-27,BadgerysCreek,19.2,25.2,Yes,Yes
2012-11-28,BadgerysCreek,16.9,22.3,Yes,Yes
2012-11-29,BadgerysCreek,18.2,30.5,Yes,No
2012-11-30,BadgerysCreek,18.1,38.4,No,No
2013-01-01,BadgerysCreek,17.6,37.4,No,No
2013-01-02,BadgerysCreek,16.6,27.5,No,No
2013-01-03,BadgerysCreek,15.9,28.9,No,No
2013-01-04,BadgerysCreek,14.0,34.3,No,No
2013-01-05,BadgerysCreek,14.7,38.0,No,No
2013-01-06,BadgerysCreek,17.7,33.8,No,No
2013-01-07,BadgerysCreek,20.5,32.7,No,No
2013-01-08,BadgerysCreek,16.3,41.5,No,No
2013-01-09,BadgerysCreek,20.1,25.7,No,No
2013-01-10,BadgerysCreek,18.4,26.7,No,No
2013-01-11,BadgerysCreek,17.9,37.5,No,No
2013-01-12,BadgerysCreek,18.8,38.1,No,No
2013-01-13,BadgerysCreek,20.2,24.2,No,Yes
2013-01-14,BadgerysCreek,15.7,25.0,Yes,No
2013-01-15,BadgerysCreek,12.9,27.8,No,No
2013-01-16,BadgerysCreek,14.2,35.1,No,No
2013-01-17,BadgerysCreek,17.0,34.6,No,No
2013-01-18,BadgerysCreek,19.3,45.8,No,No
2013-01-19,BadgerysCreek,20.2,25.2,No,No
2013-01-20,BadgerysCreek,18.5,24.6,No,Yes
2013-01-21,BadgerysCreek,19.2,29.2,Yes,No
2013-01-22,BadgerysCreek,16.6,34.2,No,Yes
2013-01-23,BadgerysCreek,19.7,26.3,Yes,No
2013-01-24,BadgerysCreek,19.9,31.4,No,No
2013-01-25,BadgerysCreek,18.7,34.4,No,No
2013-01-26,BadgerysCreek,21.0,33.0,No,Yes
2013-01-27,BadgerysCreek,19.2,23.4,Yes,Yes
2013-01-28,BadgerysCreek,20.0,22.4,Yes,Yes
2013-01-29,BadgerysCreek,18.3,28.1,Yes,No
2013-01-30,BadgerysCreek,19.0,26.9,No,No
2013-01-31,BadgerysCreek,19.2,33.0,No,Yes
2013-03-01,BadgerysCreek,15.3,18.4,Yes,Yes
2013-03-02,BadgerysCreek,14.5,20.5,Yes,Yes
2013-03-03,BadgerysCreek,16.4,24.1,Yes,Yes
2013-03-04,BadgerysCreek,17.6,25.8,Yes,No
2013-03-05,BadgerysCreek,16.6,27.0,No,No
2013-03-06,BadgerysCreek,15.6,27.7,No,No
2013-03-07,BadgerysCreek,14.9,29.2,No,No
2013-03-08,BadgerysCreek,15.8,27.8,No,No
2013-03-09,BadgerysCreek,16.4,29.0,No,No
2013-03-10,BadgerysCreek,15.9,29.6,No,No
2013-03-11,BadgerysCreek,17.2,28.4,No,No
2013-03-12,BadgerysCreek,17.0,27.6,No,No
2013-03-13,BadgerysCreek,13.9,30.0,No,No
2013-03-14,BadgerysCreek,16.8,26.6,No,No
2013-03-15,BadgerysCreek,19.2,24.9,No,No
2013-03-16,BadgerysCreek,18.1,30.9,No,No
2013-03-17,BadgerysCreek,16.2,24.1,No,No
2013-03-18,BadgerysCreek,11.0,24.1,No,No
2013-03-19,BadgerysCreek,9.5,25.3,No,No
2013-03-20,BadgerysCreek,11.6,26.6,No,No
2013-03-21,BadgerysCreek,12.7,29.5,No,No
2013-03-22,BadgerysCreek,16.5,32.4,No,No
2013-03-23,BadgerysCreek,18.7,31.1,No,No
2013-03-24,BadgerysCreek,17.5,33.2,No,No
2013-03-25,BadgerysCreek,12.3,30.1,No,No
2013-03-26,BadgerysCreek,15.6,28.0,No,No
2013-03-27,BadgerysCreek,18.3,32.3,No,No
2013-03-28,BadgerysCreek,17.0,31.8,No,Yes
2013-03-29,BadgerysCreek,13.2,22.6,Yes,No
2013-03-30,BadgerysCreek,10.9,25.9,No,No
2013-03-31,BadgerysCreek,14.7,25.1,No,No
2013-04-01,BadgerysCreek,14.6,27.0,No,No
2013-04-02,BadgerysCreek,11.1,26.8,No,No
2013-04-03,BadgerysCreek,13.2,19.2,No,Yes
2013-04-04,BadgerysCreek,14.3,19.6,Yes,Yes
2013-04-05,BadgerysCreek,14.5,21.2,Yes,Yes
2013-04-06,BadgerysCreek,13.3,21.5,Yes,Yes
2013-04-07,BadgerysCreek,11.2,24.2,Yes,Yes
2013-04-08,BadgerysCreek,10.9,24.8,Yes,No
2013-04-09,BadgerysCreek,12.7,23.5,No,Yes
2013-04-10,BadgerysCreek,10.2,24.8,Yes,No
2013-04-11,BadgerysCreek,10.3,26.8,No,No
2013-04-12,BadgerysCreek,13.1,26.0,No,No
2013-04-13,BadgerysCreek,10.2,25.8,No,No
2013-04-14,BadgerysCreek,10.8,29.3,No,No
2013-04-15,BadgerysCreek,11.6,27.4,No,Yes
2013-04-16,BadgerysCreek,15.4,20.6,Yes,No
2013-04-17,BadgerysCreek,12.0,23.2,No,No
2013-04-18,BadgerysCreek,12.9,24.5,No,No
2013-04-19,BadgerysCreek,11.0,20.2,No,Yes
2013-04-20,BadgerysCreek,12.5,18.3,Yes,Yes
2013-04-21,BadgerysCreek,8.9,21.4,Yes,No
2013-04-22,BadgerysCreek,11.3,23.7,No,No
